Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),NCBI gene ID
ENSG00000180667,1,207043849,207052980,55432
ENSG00000159588,1,45620044,45624057,149483
ENSG00000196878,1,209614870,209652466,3914
ENSG00000135749,1,232983435,233295713,80003
ENSG00000174371,1,241847967,241895148,9156
ENSG00000163395,1,201190825,201228952,91156
ENSG00000162897,1,206957965,206970625,83953
ENSG00000116711,1,186828953,186988981,5321
ENSG00000187815,1,40477215,40496343,339559
ENSG00000142798,1,21822245,21937297,3339
ENSG00000171603,1,9729026,9824526,22883
ENSG00000118197,1,200623896,200669969,83479
ENSG00000143575,1,154272511,154275875,10456
ENSG00000259030,1,74198235,74543982,100526835
ENSG00000116815,1,116514535,116571039,965
ENSG00000154380,1,225486835,225653142,55740
ENSG00000162676,1,92474762,92486876,2672
ENSG00000198492,1,28736621,28769775,51441
ENSG00000054267,1,235131634,235328219,51742
ENSG00000117477,1,169394870,169460669,57821
ENSG00000123838,1,207104262,207144972,722
ENSG00000173728,1,244352635,244389663,200159
ENSG00000035687,1,244408494,244452134,159
ENSG00000213064,1,168225938,168253025,375035
ENSG00000027869,1,156806243,156816862,9047
ENSG00000143590,1,155078872,155087538,1944
ENSG00000251246,1,155063748,155086807,
ENSG00000066136,1,40691648,40771603,4802
ENSG00000196482,1,216503246,217137755,2104
ENSG00000162889,1,206684944,206734283,9261
ENSG00000181036,1,159800511,159816251,343413
ENSG00000162909,1,223701593,223776018,824
ENSG00000266094,1,206507530,206589448,83593
ENSG00000169291,1,154469772,154502113,126669
ENSG00000090686,1,21678298,21783606,84196
ENSG00000134253,1,117111060,117122587,80263
ENSG00000203710,1,207496147,207640647,1378
ENSG00000117408,1,43946939,43968022,9670
ENSG00000122484,1,92298965,92402056,79871
ENSG00000188739,1,235131183,235161457,23029
ENSG00000143093,1,110031577,110074641,85369
ENSG00000156150,1,110059994,110070700,257
ENSG00000143702,1,243124428,243255348,9859
ENSG00000143702,1,243124428,243255348,645455
ENSG00000173372,1,22636506,22639608,712
ENSG00000159596,1,45687214,45694443,51249
ENSG00000173080,1,155941710,155942949,339403
ENSG00000081277,1,201283452,201332993,5317
ENSG00000130770,1,28236109,28246906,93974
ENSG00000173641,1,16014028,16019594,27129
ENSG00000168528,1,31409565,31434680,347735
ENSG00000143768,1,225936598,225941489,7044
ENSG00000047410,1,186311652,186375693,7175
ENSG00000077152,1,202331657,202341980,29089
ENSG00000196188,1,206009264,206023909,1510
ENSG00000178828,1,19814029,19815278,54546
ENSG00000162733,1,162631373,162787400,4921
ENSG00000117676,1,26529761,26575030,6195
ENSG00000162520,1,32680360,32703596,81493
ENSG00000198574,1,162395266,162412138,117157
ENSG00000162745,1,161983192,162023854,25903
ENSG00000173436,1,19596977,19629821,440574
ENSG00000116678,1,65420652,65641559,3953
ENSG00000203818,1,143905556,143905966,
ENSG00000173110,1,161524540,161526910,3310
ENSG00000143340,1,179743163,179816198,148753
ENSG00000143226,1,161505430,161524013,2212
ENSG00000143226,1,161505430,161524013,9103
ENSG00000143632,1,229431245,229434098,58
ENSG00000176393,1,201982372,202006147,6051
ENSG00000163435,1,202007945,202017188,1999
ENSG00000135842,1,184790724,184974550,116496
ENSG00000143376,1,151612065,151699091,81609
ENSG00000123689,1,209675420,209676388,50486
ENSG00000143353,1,219173844,219212865,127018
ENSG00000134242,1,113813811,113871759,26191
ENSG00000162814,1,217631324,217871696,128153
ENSG00000143319,1,156721891,156728799,81875
ENSG00000243284,1,159854316,159862657,391123
ENSG00000160094,1,33256545,33300719,149076
ENSG00000158161,1,27970344,28088696,2140
ENSG00000155761,1,117953861,118185223,200162
ENSG00000203985,1,54007299,54018186,388633
ENSG00000143436,1,151759643,151763564,65005
ENSG00000143374,1,150487364,150507609,80222
ENSG00000189433,1,34759741,34763724,127534
ENSG00000117597,1,209828007,209857565,27042
ENSG00000143776,1,226989865,227318474,8476
ENSG00000180287,1,242082986,242524696,200150
ENSG00000163344,1,154924734,154936991,10654
ENSG00000162670,1,190097662,190478404,339479
ENSG00000130766,1,28259527,28282491,83667
ENSG00000184260,1,149886975,149887364,8338
ENSG00000136634,1,206767602,206772494,3586
ENSG00000132693,1,159712289,159714589,1401
ENSG00000196184,1,159437845,159443078,26476
ENSG00000183508,1,117605934,117628372,54855
ENSG00000187010,1,25272393,25330445,6007
ENSG00000274068,1,108837660,108963484,
ENSG00000116199,1,179025804,179076562,9917
ENSG00000066322,1,43363397,43368074,64834
ENSG00000188157,1,1020123,1056118,375790
ENSG00000177888,1,197153680,197200542,360023
ENSG00000163879,1,37556919,37566857,7802
ENSG00000163877,1,37534449,37554344,79753
ENSG00000186364,1,145845629,145848953,200035
ENSG00000117400,1,43337849,43352772,4352
ENSG00000185278,1,173868082,173903549,84614
ENSG00000162496,1,12567910,12617731,9249
ENSG00000116285,1,8004404,8026308,54206
ENSG00000178821,1,1917590,1919273,339456
ENSG00000007341,1,112523518,112620825,54879
ENSG00000137996,1,100266207,100292769,8634
ENSG00000143222,1,161152776,161158856,51506
ENSG00000143630,1,155277583,155289848,57657
ENSG00000198837,1,153929501,153946696,9909
ENSG00000263956,1,148102046,148152322,200030
ENSG00000198890,1,107056679,107059294,55170
ENSG00000143614,1,153789030,153923360,57459
ENSG00000069812,1,6412418,6424670,54626
ENSG00000180198,1,28505943,28539300,1104
ENSG00000123472,1,46632737,46673867,64756
ENSG00000142789,1,22001656,22012539,10136
ENSG00000054277,1,241590102,241677376,23596
ENSG00000134686,1,33323623,33431052,1912
ENSG00000132688,1,156668763,156677397,10763
ENSG00000182183,1,52633344,52669683,348378
ENSG00000157181,1,186375838,186421378,54953
ENSG00000082482,1,215005775,215237093,3776
ENSG00000263528,1,206470476,206496889,9641
ENSG00000198734,1,169514166,169586588,2153
ENSG00000182134,1,151770107,151791416,11022
ENSG00000132694,1,156934840,157045370,9826
ENSG00000157211,1,54132968,54153770,200008
ENSG00000162399,1,54998933,55010883,7809
ENSG00000187017,1,6424788,6461370,83715
ENSG00000159189,1,22643630,22648110,714
ENSG00000143622,1,155897808,155911404,6016
ENSG00000118655,1,113905141,113914086,64858
ENSG00000054282,1,243256034,243500092,10806
ENSG00000092978,1,217426992,217631082,55105
ENSG00000116857,1,201134772,201171574,252839
ENSG00000008118,1,209583717,209613938,57172
ENSG00000213366,1,109668022,109709551,2946
ENSG00000084636,1,31652247,31704319,1307
ENSG00000067208,1,92508696,92792404,7813
ENSG00000143761,1,228082660,228099212,375
ENSG00000054392,1,210328252,210676296,55733
ENSG00000196352,1,207321508,207386804,1604
ENSG00000178796,1,151710433,151729805,284485
ENSG00000189280,1,34755047,34758512,2709
ENSG00000183780,1,233904933,234324516,148641
ENSG00000179397,1,244454377,244641177,257044
ENSG00000184371,1,109910242,109930992,1435
ENSG00000143196,1,168695459,168729264,1805
ENSG00000143147,1,168079543,168137667,23432
ENSG00000143368,1,149923317,149928344,10262
ENSG00000116874,1,119031216,119140671,10352
ENSG00000073756,1,186671791,186680427,5743
ENSG00000069702,1,91680343,91906335,7049
ENSG00000162390,1,54542257,54639192,26027
ENSG00000042781,1,215622894,216423396,7399
ENSG00000180875,1,240489573,240612149,64388
ENSG00000123836,1,207034366,207081024,5208
ENSG00000159346,1,202940823,202958572,51094
ENSG00000188761,1,113878168,113887547,440603
ENSG00000092607,1,118883046,118989556,6913
ENSG00000118473,1,66533383,66748299,84251
ENSG00000117362,1,150265399,150269580,51107
ENSG00000183888,1,16004236,16008807,149563
ENSG00000143324,1,180632004,180890251,9213
ENSG00000159214,1,43991359,43996528,149473
ENSG00000116906,1,231241207,231277973,8443
ENSG00000198799,1,113073209,113132260,9860
ENSG00000186063,1,222668013,222713210,64853
ENSG00000174021,1,84498325,84506565,2787
ENSG00000132196,1,162790702,162812817,51478
ENSG00000119280,1,230837119,230869589,84886
ENSG00000142583,1,9035107,9088478,6518
ENSG00000227868,1,23010834,23015850,729059
ENSG00000143740,1,227728539,227781231,116841
ENSG00000152904,1,235327350,235344532,9453
ENSG00000188060,1,28592200,28595443,115273
ENSG00000176256,1,33860475,33864791,127540
ENSG00000213085,1,159872364,159900163,25790
ENSG00000178028,1,44213455,44220681,55929
ENSG00000160087,1,1253909,1273885,118424
ENSG00000178395,1,223393417,223395470,164127
ENSG00000010072,1,231337104,231355023,83932
ENSG00000143228,1,163266576,163355764,83540
ENSG00000162460,1,15742422,15747982,388595
ENSG00000188784,1,19920009,19923617,30814
ENSG00000163563,1,158831317,158849506,4332
ENSG00000180433,1,158754720,158755891,
ENSG00000143499,1,214281102,214337131,56950
ENSG00000162542,1,19682213,19799945,255104
ENSG00000154007,1,75918873,75932431,127247
ENSG00000215915,1,1449689,1470158,219293
ENSG00000267561,1,86993009,87169204,
ENSG00000248485,1,161258727,161285450,654790
ENSG00000196449,1,37802944,37808185,79693
ENSG00000157916,1,2391775,2405444,11079
ENSG00000143355,1,197911902,197935478,56956
ENSG00000188558,1,248508073,248527337,391211
ENSG00000158062,1,26281328,26318363,91544
ENSG00000236782,1,26169516,26171821,
ENSG00000215717,1,109089803,109096934,56900
ENSG00000142867,1,85266248,85277090,8915
ENSG00000120341,1,177923956,177984303,89866
ENSG00000253313,1,43281883,43285617,149466
ENSG00000158156,1,27959462,27968096,55113
ENSG00000024526,1,68474152,68497221,55635
ENSG00000171824,1,11066618,11099881,5394
ENSG00000134245,1,112466541,112530165,7482
ENSG00000134215,1,107571160,107965144,10451
ENSG00000116649,1,11054584,11060024,6723
ENSG00000162595,1,68045962,68051631,9077
ENSG00000169717,1,3021483,3022903,140625
ENSG00000282608,1,111499429,111503760,140
ENSG00000197959,1,171841498,172418466,26052
ENSG00000116704,1,66999332,67054099,23169
ENSG00000043514,1,39841022,39883511,54802
ENSG00000116273,1,6613685,6624033,148479
ENSG00000009724,1,11026523,11047233,10747
ENSG00000173662,1,6555181,6579757,80835
ENSG00000006555,1,54779712,54801267,55001
ENSG00000143156,1,169132531,169367967,29922
ENSG00000132680,1,155913043,155934400,22889
ENSG00000196289,1,241957767,241959062,441925
ENSG00000116171,1,52927229,53051703,6342
ENSG00000162894,1,206904386,206923247,9214
ENSG00000159164,1,149903318,149917882,9900
ENSG00000116991,1,232397965,232561558,57568
ENSG00000184155,1,159535078,159536007,127385
ENSG00000270106,1,231528653,231819244,
ENSG00000121454,1,180230286,180278982,89884
ENSG00000116157,1,52602372,52609051,2882
ENSG00000271383,1,149390623,149556361,100996717
ENSG00000271383,1,149390623,149556361,101060226
ENSG00000142920,1,33081104,33120530,113451
ENSG00000060688,1,31259568,31296782,9410
ENSG00000230124,1,180269653,180502954,84320
ENSG00000230124,1,180269653,180502954,100527964
ENSG00000143595,1,154321090,154325325,89872
ENSG00000143633,1,231223763,231241187,128061
ENSG00000036549,1,77562416,77683419,26009
ENSG00000116337,1,109616104,109632051,271
ENSG00000121905,1,32885994,32898441,3208
ENSG00000117133,1,84479259,84497790,80135
ENSG00000122432,1,84506300,84566194,100505741
ENSG00000117411,1,43978943,43991170,8704
ENSG00000196171,1,158699678,158700652,81448
ENSG00000197241,1,9003300,9026345,155184
ENSG00000142892,1,77088990,77219430,10026
ENSG00000163554,1,158610706,158686698,6708
ENSG00000163393,1,115976498,116070054,55356
ENSG00000160075,1,1541673,1574869,29101
ENSG00000118729,1,115700007,115768781,845
ENSG00000155367,1,112709994,112715477,333926
ENSG00000270136,1,19596979,19658056,100532736
ENSG00000074800,1,8861002,8879249,2023
ENSG00000155366,1,112701106,112707434,389
ENSG00000173726,1,235109336,235128936,9804
ENSG00000203667,1,244835322,244845057,116228
ENSG00000171680,1,6466092,6520061,57449
ENSG00000143674,1,233327768,233385148,84451
ENSG00000162572,1,1280436,1292029,6339
ENSG00000187147,1,44405194,44651724,55182
ENSG00000162444,1,9997206,10016020,116362
ENSG00000162896,1,206928518,206946466,5284
ENSG00000185155,1,226223618,226227054,83881
ENSG00000203943,1,84298366,84389957,148418
ENSG00000162571,1,1173884,1197935,254173
ENSG00000069275,1,205712819,205750276,64710
ENSG00000152332,1,162497251,162529629,127933
ENSG00000132781,1,45329163,45340470,4595
ENSG00000134375,1,201955491,201970661,10440
ENSG00000143344,1,183636085,183928531,23179
ENSG00000162704,1,183620846,183635757,10092
ENSG00000187701,1,248649838,248655528,403239
ENSG00000178104,1,148808181,149048286,9659
ENSG00000178104,1,148808181,149048286,653513
ENSG00000198601,1,248174821,248181067,391194
ENSG00000188672,1,25362249,25430192,6006
ENSG00000162722,1,247857199,247878205,25893
ENSG00000126107,1,45002540,45011329,79654
ENSG00000143545,1,153981617,153986358,5872
ENSG00000143643,1,230906243,230978875,79573
ENSG00000081870,1,53916574,53945929,51668
ENSG00000025800,1,32108038,32176568,23633
ENSG00000134717,1,52056125,52090716,91408
ENSG00000117143,1,162561506,162599842,6675
ENSG00000198965,1,158472220,158480936,343406
ENSG00000136643,1,213051233,213274773,26750
ENSG00000197530,1,1615415,1630610,142678
ENSG00000170075,1,202122858,202133592,9283
ENSG00000143337,1,179882042,179925000,26092
ENSG00000116761,1,70411218,70439851,1491
ENSG00000273274,1,32465069,32496686,728116
ENSG00000160062,1,32539427,32605939,653121
ENSG00000116406,1,184690231,184754913,80267
ENSG00000149527,1,2425980,2505530,9651
ENSG00000185220,1,248906196,248919946,267002
ENSG00000134668,1,31790422,31816051,90853
ENSG00000116221,1,54184041,54225464,51253
ENSG00000162419,1,28668732,28719353,10691
ENSG00000159409,1,151702404,151716814,11189
ENSG00000284413,1,92080305,92150882,284697
ENSG00000264522,1,149937812,150010676,56957
ENSG00000014914,1,149928651,149936869,10903
ENSG00000134262,1,113894748,113905201,10717
ENSG00000182795,1,207018521,207032756,79098
ENSG00000067533,1,218285287,218337983,51018
ENSG00000121903,1,33472645,33496507,7579
ENSG00000126698,1,28199456,28233025,22826
ENSG00000143442,1,151402724,151459465,23126
ENSG00000143303,1,156728442,156736960,51093
ENSG00000143514,1,223779899,223845972,7159
ENSG00000160716,1,154567781,154580026,1141
ENSG00000184163,1,1242446,1246722,388581
ENSG00000203697,1,223538007,223665734,388743
ENSG00000197520,1,222737207,222750805,400823
ENSG00000084628,1,31179745,31239554,79570
ENSG00000233954,1,15807169,15809348,440567
ENSG00000155380,1,112911847,112957013,6566
ENSG00000117152,1,163068775,163076802,5999
ENSG00000169213,1,51907956,51990764,5865
ENSG00000117069,1,76867441,77065711,81849
ENSG00000254706,1,162365407,162383531,
ENSG00000205090,1,1535174,1540453,339453
ENSG00000121775,1,32072031,32102866,55116
ENSG00000134259,1,115285918,115338236,4803
ENSG00000077549,1,19338776,19485539,832
ENSG00000162433,1,65147549,65232145,205
ENSG00000153936,1,86914648,87109998,9653
ENSG00000117054,1,75724347,75787575,34
ENSG00000116574,1,228735077,228746669,58480
ENSG00000270339,1,146344131,146344790,105371242
ENSG00000116299,1,109113679,109206781,57535
ENSG00000116266,1,108746674,108809526,6814
ENSG00000179412,1,13164586,13165467,101060301
ENSG00000270629,1,148531385,148679751,25832
ENSG00000270629,1,148531385,148679751,100996717
ENSG00000270629,1,148531385,148679751,100996763
ENSG00000117543,1,100989623,101026088,51611
ENSG00000134697,1,37566816,37595935,29889
ENSG00000158869,1,161215234,161220699,2207
ENSG00000153904,1,85318481,85578363,23576
ENSG00000163874,1,37474552,37484379,80149
ENSG00000131788,1,145848522,145859836,10401
ENSG00000162695,1,100896076,100981753,148867
ENSG00000066557,1,70144805,70205620,55631
ENSG00000160753,1,155320896,155331114,23623
ENSG00000143553,1,153658654,153661830,23557
ENSG00000177000,1,11785723,11806920,4524
ENSG00000186973,1,43145153,43156396,440585
ENSG00000163348,1,154957026,154963853,90780
ENSG00000116161,1,174999163,175011715,27101
ENSG00000197852,1,111680630,111755824,55924
ENSG00000197852,1,111680630,111755824,101928718
ENSG00000198691,1,93992835,94121132,24
ENSG00000121933,1,111483348,111563962,57413
ENSG00000085831,1,51287258,51345116,22996
ENSG00000116473,1,111542218,111716691,5906
ENSG00000174502,1,205913048,205943460,115019
ENSG00000174151,1,109494052,109502932,284613
ENSG00000169914,1,19882513,19912945,23252
ENSG00000158748,1,19665287,19679562,3362
ENSG00000133065,1,205789093,205813748,254428
ENSG00000173212,1,116111755,116135240,126868
ENSG00000069248,1,229440260,229508341,55746
ENSG00000131591,1,1081818,1116361,54991
ENSG00000168118,1,229271062,229305894,5867
ENSG00000143126,1,109250019,109275750,1952
ENSG00000131914,1,26410778,26429722,79727
ENSG00000184022,1,248590487,248597700,127069
ENSG00000116478,1,32292086,32333635,3065
ENSG00000177174,1,248348775,248349713,127066
ENSG00000162727,1,248145148,248146086,127059
ENSG00000213047,1,197504748,197775696,163486
ENSG00000092853,1,35720218,35769967,63967
ENSG00000189337,1,13892792,15118043,23254
ENSG00000177489,1,247588360,247589313,81470
ENSG00000179902,1,109105951,109113857,127003
ENSG00000188641,1,97077743,97921049,1806
ENSG00000142675,1,26177403,26189886,10256
ENSG00000134186,1,108692323,108701803,55119
ENSG00000116698,1,183472216,183598246,9887
ENSG00000204518,1,12644547,12667086,343066
ENSG00000162753,1,173500464,173603094,284525
ENSG00000232113,1,173635333,173637134,730159
ENSG00000117592,1,173477266,173488807,9588
ENSG00000001461,1,24415794,24472976,57185
ENSG00000117122,1,16974502,16980835,4237
ENSG00000159363,1,16985958,17011928,23400
ENSG00000160679,1,153633982,153646306,26097
ENSG00000215790,1,1724838,1745992,9906
ENSG00000235750,1,175156987,175192999,9674
ENSG00000122477,1,100148449,100178273,127495
ENSG00000142864,1,67407810,67430415,26135
ENSG00000054118,1,36224416,36305357,9967
ENSG00000283580,1,42767292,42794493,
ENSG00000162630,1,193179045,193186654,8707
ENSG00000157184,1,53196429,53214197,1376
ENSG00000164008,1,42767269,42775747,79078
ENSG00000187554,1,223109406,223143282,7100
ENSG00000121766,1,31296982,31364953,51538
ENSG00000160712,1,154405193,154469450,3570
ENSG00000133067,1,202193901,202319781,59352
ENSG00000254685,1,74198212,74234086,8790
ENSG00000180758,1,9100305,9129170,80045
ENSG00000197312,1,15617500,15669044,84301
ENSG00000162522,1,32741885,32774970,57648
ENSG00000135775,1,230642489,230693982,22796
